"cdscode","schedule","district.x","school.x","days1","days2","days3","days4","days5","sum","tkd","kd","first","second","third","fourth","fifth","sixth","tkrec1","krec1","onerec1","tworec1","threerec1","fourrec1","fiverec1","sixrec1","tklunch","klunch","onelunch","twolunch","threelunch","fourlunch","fivelunch","sixlunch","tkrec2","krec2","onerec2","tworec2","threerec2","fourre2","fiverec2","sixrec2","Low Grade","High Grade","Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","afriameri","native","asian","filipino","hispanic","notreport","pacisland","multiracial","white","male","female","nonbinary","ell","disability","socioeco","migrant","foster","homeless"
33670330105809,"early release","corona-norcounified","haradaelementary","weds",NA,NA,NA,NA,1,"7:35-11:00","7:35-12:45","7:35-13:00","7:35-13:00","7:35-13:00","7:35-13:00","7:35-13:00","7:35-13:00","9:15-9:30","9:30-9:45","9:40-9:55","9:40-9:55","9:40-9:55","10:00-10:10","10:00-10:10","10:00-10:10",NA,"10:45-11:30","10:45-11:30","10:55-11:40","11:05-11:50","11:25-12:10","11:35-12:20","11:45-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",1056,434,"41.1%",693,"65.6%",1020,417,"40.9%",669,"65.6%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330110643,"regular","corona-norcounified","eastvaleelementary","mon"," tues"," thurs"," fri",NA,4,"7:35-11:20","7:35-13:45","7:35-14:00","7:35-14:00","7:35-14:00","7:35-14:00","7:35-14:00","7:35-14:00","9:15-9:30","9:30-9:45","9:40-9:55","9:40-9:55","9:40-9:55","10:00-10:10","10:00-10:10","10:00-10:10",NA,"10:45-11:30","10:45-11:30","10:55-11:40","11:05-11:50","11:25-12:10","11:35-12:20","11:45-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",1066,439,"41.2%",723,"67.8%",1024,420,"41.0%",695,"67.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330110643,"early release","corona-norcounified","eastvaleelementary","weds",NA,NA,NA,NA,1,"7:35-11:00","7:35-12:45","7:35-13:00","7:35-13:00","7:35-13:00","7:35-13:00","7:35-13:00","7:35-13:00","9:15-9:30","9:30-9:45","9:40-9:55","9:40-9:55","9:40-9:55","10:00-10:10","10:00-10:10","10:00-10:10",NA,"10:45-11:30","10:45-11:30","10:55-11:40","11:05-11:50","11:25-12:10","11:35-12:20","11:45-12:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",1066,439,"41.2%",723,"67.8%",1024,420,"41.0%",695,"67.9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330113647,"regular","corona-norcounified","dr.bernicejamesontoddelementary","mon"," tues"," thurs"," fri",NA,4,"8:15-12:00","8:15-14:12","8:15-14:27","8:15-14:27","8:15-14:27","8:15-14:27","8:15-14:27","8:15-14:27","10:45-11:15","10:15-10:30","10:30-10:45","10:30-10:45","10:30-10:45","10:50-11:05","10:50-11:05","10:50-11:05",NA,"11:15-12:00","11:40-12:25","11:50-12:35","12:00-12:45","12:10-12:50","12:30-13:10","12:30-13:10",NA,"13:15-13:30","13:30-13:45","13:30-13:45","13:30-13:45",NA,NA,NA,"K","6",1018,370,"36.3%",615,"60.4%",979,356,"36.4%",594,"60.7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330113647,"early release","corona-norcounified","dr.bernicejamesontoddelementary","weds",NA,NA,NA,NA,1,"8:15-11:10","8:15-13:12","8:15-13:27","8:15-13:27","8:15-13:27","8:15-13:27","8:15-13:27","8:15-13:27","10:40-11:10","10:40-11:10","10:30-10:45","10:30-10:45","10:30-10:45","10:50-11:05","10:50-11:05","10:50-11:05",NA,"11:15-12:00","11:40-12:25","11:50-12:35","12:00-12:45","12:10-12:50","12:30-13:10","12:30-13:10",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",1018,370,"36.3%",615,"60.4%",979,356,"36.4%",594,"60.7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330113654,"regular","corona-norcounified","rosaparkselementary","mon"," tues"," thurs"," fri",NA,4,"8:25-12:10","8:25-14:35","8:25-14:50","8:25-14:50","8:25-14:50","8:25-14:50","8:25-14:50","8:25-14:50","10:10-10:25","9:50-10:05","10:10-10:25","10:10-10:25","10:10-10:25","10:30-10:45","10:30-10:45","10:30-10:45","11:50-12:10","11:15-12:00","11:25-12:10","11:30-12:15","12:00-12:45","12:05-12:45","12:35-13:15","12:40-13:20",NA,"13:20-13:30","13:30-13:40","13:30-13:40","13:30-13:40",NA,NA,NA,"K","6",970,437,"45.1%",659,"67.9%",925,420,"45.4%",633,"68.4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330113654,"early release","corona-norcounified","rosaparkselementary","weds",NA,NA,NA,NA,1,"8:25-11:50","8:25-13:35","8:25-13:50","8:25-13:50","8:25-13:50","8:25-13:50","8:25-13:50","8:25-13:50","10:10-10:25","9:50-10:05","10:10-10:25","10:10-10:25","10:10-10:25","10:30-10:45","10:30-10:45","10:30-10:45","11:50-12:10","11:15-12:00","11:25-12:10","11:30-12:15","12:00-12:45","12:05-12:45","12:35-13:15","12:40-13:20",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",970,437,"45.1%",659,"67.9%",925,420,"45.4%",633,"68.4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330119321,"regular","corona-norcounified","louisvandermolenfundamentalelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:30","7:45-13:42","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57",NA,"10:00-10:15","10:00-10:15","10:15-10:30","10:15-10:30","10:30-10:40","10:30-10:40","10:40-10:50","10:00-10:15","11:00-11:45","11:00-11:45","11:20-12:05","11:20-12:05","11:40-12:25","11:40-12:25","12:00-12:45",NA,"12:45-13:00","12:45-13:00","13:00-13:15","13:00-13:15",NA,NA,NA,"K","6",959,528,"55.1%",718,"74.9%",917,516,"56.3%",698,"76.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330119321,"early release","corona-norcounified","louisvandermolenfundamentalelementary","weds",NA,NA,NA,NA,1,"7:45-10:30","7:45-12:42","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57",NA,NA,NA,NA,NA,NA,NA,NA,"10:00-10:15","11:00-11:45","11:00-11:45","11:20-12:05","11:20-12:05","11:40-12:25","11:40-12:25","12:00-12:45",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",959,528,"55.1%",718,"74.9%",917,516,"56.3%",698,"76.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330131607,"regular","corona-norcounified","ronaldreaganelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:30","7:45-13:55","7:45-14:10","7:45-14:10","7:45-14:10","7:45-14:10","7:45-14:10","7:45-14:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",1063,373,"35.1%",645,"60.7%",1029,364,"35.4%",629,"61.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670330131607,"early release","corona-norcounified","ronaldreaganelementary","weds",NA,NA,NA,NA,1,"7:45-11:10","7:45-12:55","7:45-13:10","7:45-13:10","7:45-13:10","7:45-13:10","7:45-13:10","7:45-13:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",1063,373,"35.1%",645,"60.7%",1029,364,"35.4%",629,"61.1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33670336031736,"regular","corona-norcounified","johnadamselementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:30","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","11:00-11:15","10:15-10:30","10:30-10:45","10:30-10:45","10:45-11:00","10:45-11:00","11:00-11:15","11:00-11:15",NA,"11:15-12:00","11:45-12:30","11:45-12:30","12:10-12:55","12:15-12:55","12:40-13:20","12:40-13:20",NA,"13:15-13:30","13:40-13:45","13:30-13:45","13:30-13:45",NA,NA,NA,"K","6",539,383,"71.1%",474,"87.9%",501,360,"71.9%",444,"88.6%",26,NA,31,NA,438,14,NA,NA,64,296,290,NA,160,159,522,NA,NA,20
33670336031736,"early release","corona-norcounified","johnadamselementary","weds",NA,NA,NA,NA,1,"8:45-11:40","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","11:00-11:15","10:15-10:30","10:30-10:45","10:30-10:45","10:45-11:00","10:45-11:00","11:00-11:15","11:00-11:15",NA,"11:15-12:00","11:45-12:30","11:45-12:30","12:10-12:55","12:15-12:55","12:40-13:20","12:40-13:20",NA,"13:15-13:30","13:30-13:45","13:30-13:45","13:30-13:45",NA,NA,NA,"K","6",539,383,"71.1%",474,"87.9%",501,360,"71.9%",444,"88.6%",26,NA,31,NA,438,14,NA,NA,64,296,290,NA,160,159,522,NA,NA,20
33670336031751,"regular","corona-norcounified","coronitaelementary","mon"," tues"," thurs"," fri",NA,4,"8:00-11:45","8:00-13:52","8:00-14:07","8:00-14:07","8:00-14:07","8:00-14:07","8:00-14:07","8:00-14:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",400,309,"77.3%",370,"92.5%",375,290,"77.3%",349,"93.1%",11,NA,22,NA,344,15,NA,12,33,224,219,NA,160,95,416,NA,NA,11
33670336031751,"early release","corona-norcounified","coronitaelementary","weds",NA,NA,NA,NA,1,"8:00-10:55","8:00-12:52","8:00-13:07","8:00-13:07","8:00-13:07","8:00-13:07","8:00-13:07","8:00-13:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",400,309,"77.3%",370,"92.5%",375,290,"77.3%",349,"93.1%",11,NA,22,NA,344,15,NA,12,33,224,219,NA,160,95,416,NA,NA,11
33670336031785,"regular","corona-norcounified","garretsonelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:32","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",859,480,"55.9%",655,"76.3%",819,463,"56.5%",630,"76.9%",12,NA,43,NA,690,14,NA,12,113,479,420,NA,235,153,701,NA,NA,16
33670336031785,"early release","corona-norcounified","garretsonelementary","weds",NA,NA,NA,NA,1,"8:45-11:32","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",859,480,"55.9%",655,"76.3%",819,463,"56.5%",630,"76.9%",12,NA,43,NA,690,14,NA,12,113,479,420,NA,235,153,701,NA,NA,16
33670336031793,"regular","corona-norcounified","georgewashingtonelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:30","7:45-13:42","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",861,491,"57.0%",671,"77.9%",818,477,"58.3%",646,"79.0%",27,NA,16,NA,696,25,NA,21,107,446,457,NA,210,135,712,NA,NA,19
33670336031793,"early release","corona-norcounified","georgewashingtonelementary","weds",NA,NA,NA,NA,1,"7:45-10:40","7:45-12:42","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",861,491,"57.0%",671,"77.9%",818,477,"58.3%",646,"79.0%",27,NA,16,NA,696,25,NA,21,107,446,457,NA,210,135,712,NA,NA,19
33670336031801,"regular","corona-norcounified","highlandelementary","mon"," tues"," thurs"," fri",NA,4,NA,"8:45-12:32","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",573,216,"37.7%",359,"62.7%",541,199,"36.8%",339,"62.7%",NA,NA,20,NA,245,19,NA,14,282,308,284,NA,32,145,390,NA,NA,NA
33670336031801,"early release","corona-norcounified","highlandelementary","weds",NA,NA,NA,NA,1,NA,"8:45-11:32","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",573,216,"37.7%",359,"62.7%",541,199,"36.8%",339,"62.7%",NA,NA,20,NA,245,19,NA,14,282,308,284,NA,32,145,390,NA,NA,NA
33670336031819,"regular","corona-norcounified","homegardensacademy","mon"," tues"," thurs"," fri",NA,4,"8:25-12:10","8:25-14:10","8:25-14:37","8:25-14:37","8:25-14:37","8:25-14:37","8:25-14:37","8:25-14:37","10:30-11:00","10:00-10:15","10:25-10:40","10:25-10:40","10:25-10:40","13:00-13:15","13:00-13:15","13:00-13:15",NA,"11:00-11:45","11:30-12:15","11:30-12:15","11:30-12:15","10:50-11:30","10:50-11:30","10:50-11:30",NA,"13:00-13:15","13:25-13:40","13:25-13:40","13:25-13:40","13:00-13:15","13:00-13:15","13:00-13:15","K","8",961,693,"72.1%",864,"89.9%",933,679,"72.8%",844,"90.5%",11,NA,NA,NA,925,14,NA,NA,32,507,489,NA,400,143,901,NA,NA,23
33670336031819,"early release","corona-norcounified","homegardensacademy","weds",NA,NA,NA,NA,1,"8:25-11:20","8:25-13:10","8:25-13:37","8:25-13:37","8:25-13:37","8:25-13:37","8:25-13:37","8:25-13:37","10:30-11:00","10:00-10:15","10:25-10:40","10:25-10:40","10:25-10:40","13:00-13:15","13:00-13:15","13:00-13:15",NA,"11:00-11:45","11:30-12:15","11:30-12:15","11:30-12:15","10:50-11:30","10:50-11:30","10:50-11:30",NA,NA,NA,NA,NA,NA,NA,NA,"K","8",961,693,"72.1%",864,"89.9%",933,679,"72.8%",844,"90.5%",11,NA,NA,NA,925,14,NA,NA,32,507,489,NA,400,143,901,NA,NA,23
33670336031827,"regular","corona-norcounified","jeffersonelementary",NA,NA,NA,NA,NA,0,"8:45-12:30","8:45-14:50","8:45-15:05","8:45-15:05","8:45-15:05","8:45-15:05","8:45-15:05","8:45-15:05",NA,"10:20-10:35","10:35-10:50","10:35-10:50","10:55-11:10","10:55-11:10","11:15-11:30","11:15-11:30","11:00-11:20","11:25-12:10","11:55-12:55","11:55-12:55","12:20-13:20","12:40-13:20","12:55-13:35","12:55-13:35",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",561,466,"83.1%",529,"94.3%",542,449,"82.8%",511,"94.3%",NA,NA,NA,NA,545,NA,NA,NA,25,325,269,NA,279,135,566,NA,NA,16
33670336031827,"early release","corona-norcounified","jeffersonelementary",NA,NA,NA,NA,NA,0,"8:45-12:30","8:45-12:53","8:45-13:08","8:45-13:08","8:45-13:08","8:45-13:08","8:45-13:08","8:45-13:08","11:05-11:25","10:15-10:30","10:35-10:50","10:35-10:50","10:55-11:10","10:55-11:10","11:15-11:30","11:15-11:30",NA,"11:00-11:30","11:30-12:00","11:30-12:00","12:00-12:30","12:00-12:30","12:30-13:00","12:30-13:00",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",561,466,"83.1%",529,"94.3%",542,449,"82.8%",511,"94.3%",NA,NA,NA,NA,545,NA,NA,NA,25,325,269,NA,279,135,566,NA,NA,16
33670336031835,"regular","corona-norcounified","lincolnfundamentalelementary","mon"," tues"," thurs"," fri",NA,4,"8:00-11:47","8:00-14:02","8:00-14:17","8:00-14:17","8:00-14:17","8:00-14:17","8:00-14:17","8:00-14:17",NA,"9:30-10:00","9:45-10:00","9:45-10:00","9:45-10:00","10:05-10:20","10:05-10:20","10:05-10:20",NA,"10:45-11:30","11:00-11:45","11:00-11:45","11:20-12:05","11:20-12:05","11:45-12:30","11:45-12:30",NA,"12:30-13:00","12:55-13:10","12:55:13:10","12:55-13:10",NA,NA,NA,"K","6",754,356,"47.2%",514,"68.2%",732,352,"48.1%",503,"68.7%",18,NA,201,23,385,17,NA,14,112,386,385,NA,142,86,532,NA,NA,NA
33670336031835,"early release","corona-norcounified","lincolnfundamentalelementary","weds",NA,NA,NA,NA,1,"8:00-10:47","8:00-13:02","8:00-13:17","8:00-13:17","8:00-13:17","8:00-13:17","8:00-13:17","8:00-13:17","10:27-10:42","9:30-10:00","9:45-10:00","9:45-10:00","9:45-10:00","10:05-10:20","10:05-10:20","10:05-10:20",NA,"10:45-11:30","11:00-11:45","11:00-11:45","11:20-12:05","11:20-12:05","11:45-12:30","11:45-12:30",NA,"12:30-13:00","12:55-13:10","12:55-13:10","12:55-13:10",NA,NA,NA,"K","6",754,356,"47.2%",514,"68.2%",732,352,"48.1%",503,"68.7%",18,NA,201,23,385,17,NA,14,112,386,385,NA,142,86,532,NA,NA,NA
33670336031868,"regular","corona-norcounified","riverviewelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:32","7:45-13:42","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","10:15-10:30","10:15-10:30","10:15-10:30","10:15-10:30","10:30-10:45","10:30-10:45","10:45-11:00","10:45-11:00",NA,"11:30-12:15","11:00-11:45","11:30-11:45","11:30-12:15","11:30-12:15","12:00-12:40","12:00-12:40",NA,"13:00-13:15","12:40-12:55","12:40-12:55","12:40-12:55",NA,NA,NA,"K","6",327,202,"61.8%",275,"84.1%",312,194,"62.2%",263,"84.3%",12,NA,NA,NA,203,NA,NA,NA,121,186,174,NA,56,95,303,NA,NA,NA
33670336031868,"early release","corona-norcounified","riverviewelementary","weds",NA,NA,NA,NA,1,"7:45-10:32","7:45-12:42","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","10:15-10:30","10:15-10:30","10:15-10:30","10:15-10:30","10:30-10:45","10:30-10:45","10:45-11:00","10:45-11:00",NA,"11:00-11:45","11:00-11:45","11:00-11:45","11:30-12:15","11:30-12:15","12:00-12:40","12:00-12:40",NA,"12:20-12:35","12:40-12:55","12:40-12:55","12:40-12:55",NA,NA,NA,"K","6",327,202,"61.8%",275,"84.1%",312,194,"62.2%",263,"84.3%",12,NA,NA,NA,203,NA,NA,NA,121,186,174,NA,56,95,303,NA,NA,NA
33670336031876,"regular","corona-norcounified","sierravistaelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:30","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","10:55-11:10","10:00-10:!5","11:00-11:15","11:00-11:!5","11:00-11:15","11:20-11:30","11:20-11:30","11:20-11:30",NA,"11:30-12:15","11:45-12:30","11:45-12:30","12:10-12:55","12:10-12:55","12:30-13:15","12:30-13:15",NA,"13:30-13:45","13:45-14:00","13:45-14:00","13:45-14:00",NA,NA,NA,"K","6",395,229,"58.0%",317,"80.3%",369,219,"59.3%",302,"81.8%",NA,NA,NA,NA,256,15,NA,NA,133,221,205,NA,54,104,347,NA,NA,NA
33670336031876,"early release","corona-norcounified","sierravistaelementary","weds",NA,NA,NA,NA,1,"8:45-11:32","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","10:55-11:10","10:00-10:15","11:00-11:15","11:00-11:!5","11:00-11:15","11:20-11:30","11:20-11:30","11:20-11:30",NA,"11:30-12:15","11:45-12:30","11:45-12:30","12:10-12:55","12:10-12:55","12:30-13:15","12:30-13:15",NA,"13:15-13:30","13:40-13:55","13:40-13:55","13:40-13:55",NA,NA,NA,"K","6",395,229,"58.0%",317,"80.3%",369,219,"59.3%",302,"81.8%",NA,NA,NA,NA,256,15,NA,NA,133,221,205,NA,54,104,347,NA,NA,NA
33670336031884,"regular","corona-norcounified","vicentiaelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:30","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57",NA,"13:30-13:45",NA,NA,NA,NA,NA,NA,"11:00-11:30","11:30-12:15","11:20-12:20","11:20-12:20","11:50-12:50","11:55-12:50","12:25-13:20","12:25-13:20",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",557,395,"70.9%",500,"89.8%",538,383,"71.2%",486,"90.3%",11,NA,NA,NA,485,NA,NA,NA,56,293,297,NA,168,126,529,NA,NA,11
33670336031884,"early release","corona-norcounified","vicentiaelementary","weds",NA,NA,NA,NA,1,"8:45-11:40","8:45-13:42","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57","8:45-13:57",NA,"13:30-13:45",NA,NA,NA,NA,NA,NA,"11:00-11:30","11:30-12:15","11:20-12:20","11:20-12:20","11:50-12:50","11:55-12:50","12:25-13:20","12:25-13:20",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",557,395,"70.9%",500,"89.8%",538,383,"71.2%",486,"90.3%",11,NA,NA,NA,485,NA,NA,NA,56,293,297,NA,168,126,529,NA,NA,11
33670336068753,"regular","corona-norcounified","victressbowerschoolforexceptionalstudents","mon"," tues"," thurs"," fri",NA,4,"8:50-12:10","8:50-15:06","8:50-15:06","8:50-15:06","8:50-15:06","8:50-15:06","8:50-15:06","8:50-15:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","12",61,26,"42.6%",34,"55.7%",50,19,"38.0%",26,"52.0%",NA,NA,NA,NA,33,NA,NA,NA,16,39,30,NA,NA,68,46,NA,NA,NA
33670336068753,"early release","corona-norcounified","victressbowerschoolforexceptionalstudents","weds",NA,NA,NA,NA,1,"8:50-12:10","8:50-14:06","8:50-14:06","8:50-14:06","8:50-14:06","8:50-14:06","8:50-14:06","8:50-14:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","12",61,26,"42.6%",34,"55.7%",50,19,"38.0%",26,"52.0%",NA,NA,NA,NA,33,NA,NA,NA,16,39,30,NA,NA,68,46,NA,NA,NA
33670336107668,"regular","corona-norcounified","foothillelementary","mon"," tues"," thurs"," fri",NA,4,"7:45-11:30","7:45-13:42","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57",NA,NA,"10:15-10:25","9:30-9:45","9:30-9:45","9:30-9:45","10:35-10:45","10:30-10:45",NA,"11:15-11:30","11:10-11:55","10:40-11:25","10:40-11:25","11:40-12:25","11:40-12:25","12:10-12:55",NA,NA,"12:45-13:00","13:05-13:15","13:05-13:15","13:05-13:15",NA,NA,NA,"K","6",640,326,"50.9%",452,"70.6%",617,316,"51.2%",438,"71.0%",42,NA,66,13,352,14,NA,16,176,368,312,NA,80,170,489,NA,NA,NA
33670336107668,"early release","corona-norcounified","foothillelementary","weds",NA,NA,NA,NA,1,"7:45-10:40","7:45-12:42","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57","7:45-12:57",NA,NA,"10:15-10:25","9:30-9:45","9:30-9:45","9:30-9:45","10:35-10:45","10:30-10:45",NA,"11:15-11:30","11:10-11:55","10:40-11:25","10:40-11:25","11:40-12:25","11:40-12:25","12:10-12:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"K","6",640,326,"50.9%",452,"70.6%",617,316,"51.2%",438,"71.0%",42,NA,66,13,352,14,NA,16,176,368,312,NA,80,170,489,NA,NA,NA
33670336107676,"regular","corona-norcounified","pradoviewelementary","mon"," tues"," thurs"," fri",NA,4,"7:30-11:30",NA,"7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57","7:45-13:57",NA,NA,"9:45-10:00","9:45-10:00","9:45-10:00","10:05-10:20","10:05-10:20","10:05-10:20","10:00-10:30",NA,"11:10-11:55","11:35-12:20","11:35-12:20","12:00-12:40","12:00-12:40","12:10-12:50",NA,NA,"13:00-13:15","13:00-13:15","13:00-13:15",NA,NA,NA,"K","6",570,236,"41.4%",353,"61.9%",528,222,"42.0%",333,"63.1%",25,NA,74,26,246,16,NA,21,193,301,302,NA,84,131,384,NA,NA,NA
33670336107676,"early release","corona-norcounified","pradoviewelementary","weds",NA,NA,NA,NA,1,"7:30-11:30","7:30-12:42","7:30-12:57","7:30-12:57","7:30-12:57","7:30-12:57","7:30-12:57","7:30-12:57",NA,NA,"9:45-10:00","9:45-10:00","9:45-10:00","10:05-10:20","10:05-10:20","10:05-10:20","10:00-10:30",NA,"11:10-11:55","11:35-12:20","11:35-12:20","12:00-12:40","12:00-12:40","12:10-12:50",NA,NA,NA,NA,NA,NA,NA,NA,"K","6",570,236,"41.4%",353,"61.9%",528,222,"42.0%",333,"63.1%",25,NA,74,26,246,16,NA,21,193,301,302,NA,84,131,384,NA,NA,NA
33670336112957,"regular","corona-norcounified","susanb.anthonyelementary","mon"," tues"," thurs"," fri",NA,4,"8:45-12:30","8:45-14:42","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","8:45-14:57","10:30-10:45","10:00-10:15","10:00-10:15","10:00-10:15","10:00-10:15","10:20-10:30","10:20-10:30","10:20-10:30",NA,"11:00-11:45","11:30-12:15","12:05-12:50","12:05-12:50","12:05-12:50","12:40-13:25","12:40-13:25",NA,"13:30-13:45","13:30-13:45","13:30-13:45","13:30-13:45",NA,NA,NA,"K","6",822,252,"30.7%",449,"54.6%",783,241,"30.8%",432,"55.2%",40,NA,176,15,315,21,NA,28,246,436,415,NA,88,151,483,NA,NA,NA
